A0KPO,12087082.566172503,3483584.814555019,0.18,0.92,0
A0KPP,12087297.313950416,3483626.3642167607,0.23,0.85,0
A0KPQ,12086849.369411923,3483555.8165698643,0.26,0.75,414
A0KPR,12086884.138775881,3483562.587939822,0.25,0.81,0
A0KPS,12086963.339830678,3483577.9331587413,0.18,0.93,0
A0KPT,12087073.567849698,3483599.1960063307,0.19,0.89,0
A0KPU,12087295.332252631,3483642.1085524806,0.3,0.73,0
A0KPV,12086863.432139091,3483574.7405130584,0.22,0.88,0
A0KPW,12086941.614672633,3483589.822411087,0.18,0.92,0
A0KPY,12087057.255738573,3483612.174527085,0.19,0.91,0
A0KPZ,12087115.865787772,3483623.502030152,0.29,0.69,0
A0KQ0,12086940.315811304,3483605.697777159,0.18,0.91,0
A0KQ1,12087109.956803828,3483638.493058583,0.24,0.75,0
A0KQ3,12086858.005772224,3483605.9486769144,0.22,0.86,0
A0KQ4,12086939.532309538,3483621.6719986293,0.26,0.73,0
A0KQ5,12087097.59932166,3483652.230153593,0.18,0.94,0
A0KQ6,12087291.254426233,3483689.6997335902,0.24,0.79,0
A0KQ7,12086852.488150002,3483621.0148119307,0.18,0.87,0
A0KQ8,12086895.7740268,3483629.3688450716,0.26,0.77,0
A0KQ9,12087016.066929905,3483652.596241141,0.22,0.89,0
A0KQA,12087105.056588402,3483669.8020772613,0.2,0.92,0
A0KQB,12087283.182434559,3483704.2758299406,0.26,0.77,0
A0KQD,12086890.152361583,3483644.398031454,0.26,0.83,0
A0KQE,12086931.237704862,3483652.329952906,0.21,0.88,432
A0KQF,12087051.513179654,3483675.570972944,0.18,0.94,0
A0KQG,12086983.799609227,3483678.6047893167,0.23,0.8,0
A0KQH,12087049.86985178,3483691.3802444204,0.21,0.88,0
A0KQI,12086991.95921184,3483696.311443981,0.21,0.86,0
A0KQJ,12087283.854051722,3483752.795025262,0.24,0.78,0
A0KQK,12086872.957925022,3483689.4224042487,0.22,0.84,362
A0KQL,12086878.593250558,3483690.5713042975,0.29,0.7,0
A0KQN,12087062.835319204,3483726.1502212705,0.16,0.9,0
A0KQO,12087279.686609555,3483768.120089313,0.19,0.91,0
A0KQP,12086923.086297963,3483715.2813781933,0.27,0.79,0
A0KQQ,12087059.64357562,3483741.662471991,0.2,0.88,0
A0KQU,12087000.181737103,3483746.2961424566,0.17,0.83,0
A0KQW,12087151.786928862,3483775.665600687,0.22,0.81,0
A0KQX,12086992.133864138,3483760.859921327,0.21,0.82,0
A0KQY,12087062.65213452,3483774.5055292686,0.2,0.91,0
A0KQZ,12087235.861860285,3483808.0361028654,0.19,0.92,2782
A0KR0,12086927.270041604,3483764.474399572,0.25,0.78,0
A0KR1,12087053.492240407,3483788.8559917696,0.2,0.83,0
A0KR2,12086916.551285379,3483778.5428494713,0.25,0.77,0
A0KR3,12086992.733607538,3483793.2409362704,0.2,0.86,0
A0KR4,12087049.69122794,3483804.2513736757,0.16,0.94,0
A0KR5,12087276.450334787,3483848.1385743283,0.27,0.77,0
A0KR6,12086960.632897722,3483803.1569761587,0.27,0.77,0
A0KR7,12086978.926024823,3483806.6998995855,0.21,0.75,0
A0KR8,12087046.73244518,3483819.80831046,0.19,0.87,0
A0KR9,12087271.243897263,3483863.264338424,0.22,0.84,0
A0KRA,12086814.933307609,3483791.112866213,0.22,0.77,501
A0KRB,12086897.305430258,3483807.100154412,0.19,0.92,0
A0KRC,12086989.470648333,3483824.8640269213,0.25,0.78,0
A0KRD,12086895.525052397,3483822.8831493403,0.25,0.79,0
A0KRE,12086987.225734835,3483840.5579024567,0.21,0.86,0
A0KRF,12087014.617339691,3483845.863056323,0.18,0.9,414
A0KRG,12086844.950059956,3483829.23853334,0.19,0.92,0
A0KRH,12086973.86333423,3483854.102262955,0.21,0.79,0
A0KRI,12087086.525414899,3483875.8996806527,0.16,0.95,0
A0KRJ,12087173.512459004,3483892.772175237,0.19,0.91,0
A0KRK,12087265.806988452,3483910.5947960434,0.21,0.79,0
A0KRL,12086917.828510143,3483859.410350873,0.24,0.79,0
A0KRM,12087027.285973346,3483880.576065275,0.23,0.79,0
A0KRN,12087085.765225431,3483891.8783382648,0.29,0.71,0
A0KRP,12086855.577946534,3483863.5261660363,0.22,0.79,0
A0KRQ,12086990.141295342,3483889.507611074,0.18,0.92,0
A0KRR,12087065.006152598,3483904.003876104,0.17,0.96,0
A0KRS,12087205.871216314,3483931.2790295784,0.19,0.9,2333
A0KRT,12086831.372224888,3483874.9736249275,0.2,0.87,380
A0KRU,12086858.629781632,3483880.236065554,0.3,0.73,0
A0KRV,12086936.50471155,3483895.2757330462,0.17,0.95,0
A0KRW,12087031.26243845,3483913.60476818,0.18,0.92,0
A0KRX,12086934.984477762,3483911.108619491,0.2,0.89,0
A0KRY,12087045.520311074,3483932.4811372934,0.2,0.88,0
A0KRZ,12086830.269406013,3483907.045070474,0.26,0.81,0
A0KS1,12086931.090416577,3483926.5371203227,0.24,0.77,0
A0KS3,12086803.156632982,3483917.8499964606,0.28,0.76,950
A0KS4,12086848.304029262,3483926.6289221025,0.22,0.81,0
A0KS5,12087098.31879952,3483974.993613145,0.3,0.72,0
A0KS6,12087572.979700485,3482808.674740954,0.22,0.93,0
A0KS7,12087570.882125698,3482824.396852972,0.24,0.86,0
A0KS9,12087572.618490076,3482840.8714049165,0.21,0.93,0
A0KSA,12087569.724732162,3482856.4407855878,0.19,0.94,0
A0KSC,12087566.506889211,3482871.947996323,0.2,0.92,0
A0KSD,12087563.496948501,3482887.495089487,0.24,0.86,0
A0KSE,12087560.558269259,3482903.0558522884,0.2,0.92,0
A0KSF,12087555.803423204,3482934.392703755,0.25,0.85,0
A0KSG,12087555.086710643,3482950.3796979766,0.27,0.77,0
A0KSH,12087549.324876418,3482965.3989033755,0.15,0.93,0
A0KSI,12087563.622130755,3482968.2603919953,0.21,0.9,812
A0KSJ,12087547.855681539,3482981.241549334,0.22,0.81,0
A0KSK,12087549.116137505,3482997.6247996925,0.19,0.91,0
A0KSL,12087540.931851586,3483012.1623305106,0.27,0.83,0
A0KSM,12087543.839139221,3483028.8614843353,0.27,0.77,0
A0KSN,12087537.426985253,3483059.8804143826,0.26,0.83,0
A0KSO,12087532.009955456,3483091.090235018,0.23,0.89,0
A0KSP,12087529.158546764,3483106.667732925,0.21,0.91,0
A0KSQ,12087526.214692144,3483122.227498394,0.24,0.87,0
A0KSR,12087524.243365172,3483137.9738186277,0.29,0.73,0
A0KSS,12087520.21038536,3483153.3246610006,0.21,0.85,0
A0KSU,12087879.303148616,3483271.175293707,0.28,0.77,0
A0KSV,12087906.123250505,3483292.478421907,0.21,0.82,0
A0KSW,12087911.444889985,3483309.6406362425,0.31,0.73,0
A0KSY,12087823.698470542,3483308.7972957664,0.23,0.74,0
A0KSZ,12087660.407103552,3483293.3437632336,0.24,0.73,0
A0KT0,12087690.882316932,3483331.5064480673,0.28,0.79,3111
A0KT1,12087964.077148747,3483416.568080173,0.17,0.96,0
A0KT2,12087599.783376712,3483362.2689838787,0.24,0.89,2644
A0KT3,12087756.041025907,3483392.4806038165,0.22,0.82,0
A0KT5,12087865.621781224,3483413.670577491,0.18,0.9,0
A0KT6,12087960.67963449,3483432.040751169,0.22,0.84,0
A0KT7,12087768.23395538,3483410.9778816695,0.19,0.9,0
A0KT8,12087865.513393022,3483429.7911799722,0.25,0.85,0
A0KT9,12087901.360225873,3483436.735369022,0.2,0.86,604
A0KTA,12087778.798113925,3483429.162719983,0.23,0.87,570
A0KTB,12087584.262825565,3483407.6651194356,0.23,0.89,1607
A0KTC,12087610.352318866,3483428.845071666,0.19,0.92,0
A0KTD,12087749.63879259,3483455.767178606,0.22,0.86,0
A0KTE,12087819.163172336,3483469.222420359,0.21,0.92,432
A0KTF,12087608.89808123,3483444.690554645,0.19,0.84,0
A0KTG,12087744.848248508,3483470.9556768127,0.17,0.94,0
A0KTH,12087492.622705866,3483438.323949765,0.19,0.95,0
A0KTI,12087602.915703462,3483459.650452789,0.19,0.81,0
A0KTK,12087741.680219295,3483486.472396718,0.2,0.88,0
A0KTL,12087490.990353586,3483454.135280046,0.22,0.85,0
A0KTM,12087679.622010209,3483490.573776642,0.25,0.77,708
A0KTN,12087738.916258909,3483502.1005990976,0.24,0.87,0
A0KTO,12087552.949889705,3483482.246843516,0.25,0.85,0
A0KTP,12087613.832995,3483494.027472706,0.22,0.82,0
A0KTQ,12087481.349974684,3483484.534948412,0.31,0.75,0
A0KTR,12087610.67819561,3483509.5467470028,0.21,0.84,0
A0KTT,12087479.869005296,3483500.3753174995,0.23,0.92,0
A0KTU,12087603.57699571,3483524.2750427597,0.19,0.89,0
A0KTW,12087479.455630353,3483516.4204721255,0.23,0.89,0
A0KTX,12087613.676062092,3483542.387651616,0.21,0.8,0
A0KTY,12087777.59536141,3483574.0686974134,0.22,0.77,0
A0KTZ,12087476.014916634,3483531.8849190217,0.29,0.78,0
A0KU1,12087779.01137448,3483606.6061183456,0.23,0.86,0
A0KU2,12087925.147399448,3483634.8079591924,0.25,0.86,0
A0KU3,12087925.806512143,3483634.9683678127,0.3,0.75,0
A0KU4,12087471.466016777,3483563.261240239,0.25,0.84,0
A0KU6,12087466.325560883,3483578.3996391543,0.26,0.85,0
A0KU7,12087578.070891911,3483600.0215765783,0.23,0.8,0
A0KU8,12087626.454978652,3483609.3875870463,0.23,0.79,0
A0KU9,12087738.5850806,3483631.0493586273,0.2,0.9,0
A0KUA,12087462.775391484,3483593.843089627,0.22,0.87,0
A0KUB,12087737.955200044,3483647.052942311,0.24,0.76,0
A0KUC,12087461.503540609,3483609.7235683934,0.2,0.9,0
A0KUD,12087631.667883584,3483642.6363756345,0.24,0.81,916
A0KUE,12087631.707529452,3483642.660967781,0.2,0.88,1555
A0KUF,12087458.677159587,3483625.305854493,0.23,0.81,0
A0KUG,12087563.180255083,3483645.5215490535,0.25,0.69,0
A0KUH,12087456.707808353,3483641.0525372876,0.24,0.87,0
A0KUI,12087605.065008314,3483669.731283345,0.28,0.78,0
A0KUJ,12087458.102909425,3483657.4615758616,0.25,0.9,0
A0KUK,12087586.327785207,3483682.2615298205,0.26,0.81,0
A0KUL,12087744.903510328,3483712.900374349,0.24,0.74,0
A0KUM,12087455.944908554,3483673.1720703566,0.3,0.73,0
A0KUN,12087381.323362093,3483674.863709968,0.2,0.93,639
A0KUO,12087452.886673506,3483688.7098802943,0.23,0.85,0
A0KUR,12087370.260261318,3483688.8660398247,0.21,0.88,0
A0KUS,12087592.604266662,3483731.855736986,0.23,0.85,0
A0KUT,12087676.754514538,3483748.1333080484,0.24,0.89,2592
A0KUU,12087368.808695674,3483704.712052532,0.18,0.94,0
A0KUV,12087366.51233699,3483720.3960168045,0.23,0.88,0
A0KUX,12087337.82292484,3483730.9663229804,0.27,0.7,0
A0KUY,12087373.98690818,3483737.971218783,0.25,0.76,0
A0KUZ,12087450.175728945,3483752.704610783,0.27,0.78,0
A0KV0,12087374.481346542,3483754.19050914,0.18,0.94,0
A0KV1,12087370.56258701,3483769.563262972,0.26,0.81,0
A0KV2,12087467.911022892,3483836.779701679,0.26,0.87,2350
A0KV3,12087349.112849511,3483894.444353839,0.23,0.79,2540
A0KV6,12088517.9088584,3483023.681944232,0.22,0.87,4269
A0KV7,12088357.641989829,3483153.9951586924,0.19,0.86,0
A0KV8,12088369.048740532,3483172.3076276407,0.24,0.75,0
A0KV9,12088277.818057634,3483170.8126792973,0.24,0.75,4614
A0KVA,12088374.795394557,3483205.692673185,0.19,0.9,4718
A0KVB,12088392.412634611,3483257.479139726,0.21,0.93,0
A0KVC,12088387.119540049,3483272.588139878,0.27,0.75,0
A0KVD,12088429.234125985,3483329.1247354844,0.2,0.86,4787
A0KVE,12088236.736621873,3483324.141928149,0.22,0.8,0
A0KVF,12088172.419357428,3483327.8437482724,0.26,0.82,0
A0KVG,12088202.218156962,3483382.000930674,0.25,0.76,0
A0KVI,12088090.273790533,3483440.979356177,0.2,0.91,0
A0KVJ,12088070.127038717,3483453.273100437,0.24,0.8,0
A0KVK,12087952.696580105,3483446.650800655,0.18,0.91,622
A0KVL,12087965.622633182,3483449.14729942,0.19,0.93,535
A0KVM,12088160.78045909,3483486.8887917725,0.28,0.75,0
A0KVN,12088084.44198505,3483488.2338055847,0.23,0.83,0
A0KVO,12088121.502122765,3483495.4107298283,0.19,0.93,1417
A0KVP,12088172.241606,3483505.2286497448,0.26,0.82,0
A0KVQ,12088077.26148752,3483502.9807968964,0.17,0.85,0
A0KVR,12088121.86745449,3483511.622163774,0.25,0.77,0
A0KVS,12087953.389906326,3483495.173957634,0.28,0.79,0
A0KVT,12088076.118433118,3483518.9028951023,0.18,0.91,0
A0KVU,12088122.97869708,3483527.9596911683,0.22,0.87,0
A0KVW,12088073.010110503,3483534.43102192,0.2,0.9,0
A0KVX,12087949.66742319,3483526.708680915,0.24,0.79,0
A0KW1,12087955.19404545,3483560.0345681855,0.18,0.92,0
A0KW2,12087947.164848303,3483574.6187796392,0.2,0.93,0
A0KW3,12088205.047074283,3483624.4938761257,0.21,0.84,2920
A0KW4,12087941.240660409,3483589.606778155,0.2,0.93,0
A0KW5,12087995.060425052,3483599.9985155677,0.19,0.93,1088
A0KW6,12088054.773230745,3483611.537652876,0.27,0.77,0
A0KW7,12087938.661652125,3483605.2364526265,0.25,0.79,0
A0KW8,12088129.164540123,3483642.0677647037,0.23,0.87,0
A0KWB,12088135.136892602,3483659.371722977,0.25,0.81,1641
A0KWC,12088122.593900783,3483673.056090593,0.22,0.86,0
A0KWD,12087929.127939677,3483651.763847087,0.24,0.91,0
A0KWE,12088065.016886845,3483678.068020455,0.29,0.76,0
A0KWF,12088119.514417255,3483688.5897369524,0.22,0.79,0
A0KWG,12087931.560172608,3483668.354780137,0.28,0.78,0
A0KWH,12088062.979747608,3483693.7846270544,0.22,0.74,0
A0KWI,12088185.382400397,3483717.4508652743,0.22,0.91,0
A0KWJ,12088182.627085883,3483733.046683696,0.25,0.83,0
A0KWK,12088066.007057518,3483823.3941620695,0.23,0.81,3854
A0KWL,12088210.221125163,3483867.4194174693,0.23,0.84,0
A0KWM,12088728.381076856,3483080.5203691544,0.2,0.87,0
A0KWN,12088814.339649826,3483097.128483898,0.21,0.86,4891
A0KWO,12088728.492293678,3483096.6660195976,0.25,0.79,0
A0KWP,12089116.639272397,3483236.231761551,0.23,0.93,5859
A0KWS,12089059.39812868,3483563.8777237553,0.22,0.94,1382
A0KWT,12088996.813256785,3483616.284523046,0.31,0.78,0
A0KWV,12088981.21898466,3483629.4004428587,0.28,0.81,0
A0KWW,12088766.635325048,3483604.039885005,0.23,0.81,4683
A0KWX,12088856.430067407,3483621.400465659,0.27,0.75,0
A0KWY,12088979.445541445,3483645.184504039,0.26,0.76,0
A0KWZ,12088727.697562277,3483693.282439505,0.22,0.89,3404
A0KX0,12088678.441717893,3483699.890420898,0.25,0.82,0
A0KX1,12088759.744297683,3483715.6049416256,0.21,0.92,2644
A0KX2,12088984.015095068,3483758.9817200084,0.27,0.77,0
A0KX3,12088673.187717425,3483715.006873265,0.23,0.78,0
A0KX4,12088935.491866376,3483927.023566816,0.25,0.84,0
A0KX5,12088699.648063384,3483897.5344789615,0.21,0.73,604
A0KX6,12088933.06910056,3483942.6830657152,0.26,0.87,0
A0KX7,12088932.884258704,3484055.5342025217,0.23,0.92,4027
A0KX8,12088719.844526144,3484030.47059492,0.25,0.83,0
A0KX9,12088412.105861899,3483987.106110875,0.29,0.75,0
A0KXA,12088669.830898352,3484036.9333440587,0.25,0.93,4027
A0KXB,12088724.69856551,3484047.5259426422,0.29,0.81,0
A0KXC,12088411.013828281,3484003.020933969,0.25,0.8,501
A0KXD,12088665.302058566,3484165.092663262,0.27,0.79,0
A0KXF,12088683.516673334,3484184.727782415,0.22,0.9,5306
A0KXG,12088663.717718342,3484229.2687659417,0.24,0.81,3975
A0KXI,12089270.239805892,3483169.154850441,0.23,0.74,0
A0KXJ,12089162.868573692,3483229.0434719375,0.23,0.94,5392
A0KXL,12089559.171059592,3483483.093525875,0.24,0.89,4666
A0KXN,12089502.150325812,3483568.849685769,0.22,0.86,0
A0KXP,12089375.42812387,3483624.97541187,0.29,0.8,0
A0KXQ,12089509.509820977,3483650.9163041245,0.28,0.81,0
A0KXR,12089367.277722668,3483639.5361731937,0.24,0.83,0
A0KXS,12089474.13345252,3483660.2034979225,0.23,0.94,3560
A0KXT,12089534.302758072,3483687.954496081,0.27,0.75,0
A0KXU,12089236.749996586,3483646.542458192,0.25,0.76,0
A0KXV,12089517.721329099,3483700.897975007,0.26,0.82,0
A0KXW,12089508.864675451,3483715.3062478174,0.26,0.78,0
A0KXX,12089261.002361547,3483699.635212079,0.27,0.86,4009
A0KXY,12089502.975902162,3483810.938669157,0.22,0.93,4632
A0KXZ,12089552.01888094,3483820.4141527815,0.23,0.92,0
A0KY0,12089529.313888488,3483848.290174732,0.21,0.91,0
A0KY1,12089523.636445673,3483863.325282603,0.27,0.79,0
A0KY2,12089216.555575531,3483820.0690087173,0.22,0.89,0
A0KY3,12089210.209501473,3483834.97590246,0.31,0.71,0
A0KY4,12089375.86818149,3483883.131804269,0.29,0.77,0
A0KY5,12089285.0997816,3483913.957152523,0.24,0.91,4355
A0KY6,12089561.318007184,3483967.3663026206,0.31,0.74,0
A0KY9,12089081.105634924,3483955.1590857976,0.22,0.88,0
A0KYA,12089056.009417705,3483966.4353643917,0.22,0.92,2678
A0KYB,12089348.357599344,3484039.0964800213,0.25,0.8,0
A0KYC,12089341.301989315,3484069.991421008,0.24,0.89,2557
A0KYD,12089387.769841967,3484078.9898168123,0.28,0.73,0
A0KYE,12089096.457293846,3484151.662256098,0.28,0.76,0
A0KYF,12089163.085843856,3484164.5447762334,0.27,0.73,0
A0KYG,12089418.664701724,3484213.9942613365,0.21,0.96,0
A0KYH,12089145.83078187,3484177.342140632,0.26,0.76,0
A0KYI,12089201.839227391,3484188.1705316533,0.27,0.81,0
A0KYJ,12089310.54459369,3484209.192104932,0.25,0.76,0
A0KYK,12089415.976278977,3484229.6027251193,0.23,0.87,0
A0KYL,12089300.512191584,3484223.391877493,0.24,0.81,483
A0KYM,12089265.398592448,3484232.746650293,0.33,0.77,0
A0KYN,12089439.449438993,3484314.777001871,0.26,0.85,3491
A0KYO,12089176.439626602,3484312.3088726625,0.22,0.9,0
A0KYP,12089174.844184997,3484328.1270148763,0.24,0.91,0
A0KYR,12089385.821881635,3484368.918928396,0.24,0.81,414
A0KYS,12089365.557930497,3484381.1221248284,0.22,0.78,0
A0KYT,12089446.743394028,3484396.830788301,0.23,0.86,0
A0KYU,12089156.33637805,3484356.808270391,0.23,0.92,0
A0KYV,12089361.048998645,3484396.3813852966,0.23,0.86,0
A0KYW,12089159.100227242,3484373.4795915065,0.22,0.91,0
A0KYX,12089280.54237017,3484396.9440988894,0.22,0.91,1037
A0KYY,12089354.711160792,3484411.2728362572,0.31,0.72,0
A0KYZ,12089978.218873406,3483370.565476225,0.24,0.81,0
A0KZ0,12089975.186066829,3483450.638365281,0.23,0.84,0
A0KZ1,12089924.124160262,3483456.899543104,0.21,0.92,4234
A0KZ2,12089987.51694819,3483533.6583687593,0.31,0.76,0
A0KZ3,12089982.708045032,3483564.984149628,0.28,0.8,0
A0KZ4,12089992.70343539,3483583.0596228587,0.24,0.91,1019
A0KZ5,12089949.455576079,3483639.2091366197,0.22,0.92,4753
A0KZ7,12090003.425795194,3483681.895116591,0.26,0.75,0
A0KZ8,12090007.457400782,3483698.80957975,0.24,0.7,0
A0KZ9,12089818.93727622,3483678.4992109267,0.26,0.8,0
A0KZA,12089675.533256315,3483666.877198847,0.3,0.72,0
A0KZB,12090004.505095132,3483746.6155861085,0.26,0.79,0
A0KZC,12090004.156116422,3483762.6727496875,0.2,0.86,0
A0KZD,12089615.107891662,3483703.5907197534,0.22,0.94,3888
A0KZF,12089844.455496138,3483828.579329305,0.28,0.9,0
A0KZG,12089688.309423357,3483814.5132808383,0.29,0.84,0
A0KZH,12089839.0361126,3483843.6638943697,0.28,0.82,0
A0KZI,12089655.05352107,3483840.348375805,0.23,0.91,4182
A0KZJ,12089721.471957186,3483869.314975079,0.26,0.83,0
A0KZK,12089843.01477466,3483908.957558939,0.29,0.78,0
A0KZM,12089934.075367453,3483942.6849894547,0.22,0.93,4908
A0KZN,12090013.497459264,3483958.038797051,0.26,0.78,0
A0KZO,12090012.811120689,3483974.0312343664,0.31,0.75,0
A0KZP,12089859.111201879,3483976.5756387957,0.26,0.87,0
A0KZQ,12089700.868025396,3483962.1075104494,0.28,0.83,0
A0KZS,12089723.732350977,3484014.9167270274,0.28,0.84,0
A0KZT,12089855.384944316,3484040.374297749,0.25,0.79,0
A0KZU,12089855.28772034,3484056.479754486,0.29,0.71,0
A0KZV,12090015.82072918,3484103.6522201714,0.22,0.75,0
A0KZW,12089571.111256836,3484033.7754204622,0.26,0.82,0
A0KZX,12089733.946606318,3484081.389509073,0.23,0.86,0
A0KZY,12089551.42706258,3484062.2478959095,0.26,0.7,0
A0KZZ,12089891.703905707,3484128.029484203,0.27,0.82,0
A0L00,12089871.980926419,3484140.353337151,0.24,0.8,0
A0L01,12090031.924623312,3484171.2715678406,0.3,0.73,0
A0L02,12090055.113293173,3484191.877663898,0.3,0.75,0
A0L03,12089867.605836444,3484171.7623045323,0.22,0.88,0
A0L04,12089557.10012812,3484127.849661268,0.23,0.89,0
A0L05,12089873.93097971,3484189.11667882,0.24,0.86,0
A0L06,12089556.601114128,3484143.8780798772,0.28,0.73,0
A0L07,12089872.653619299,3484204.995751072,0.26,0.87,0
A0L08,12090044.207868434,3484238.1580085144,0.26,0.85,0
A0L09,12089582.663374498,3484165.052430201,0.25,0.78,0
A0L0A,12090031.354685605,3484251.8165991222,0.28,0.73,0
A0L0B,12089752.068805128,3484213.9435844547,0.27,0.81,0
A0L0D,12089841.001664506,3484247.262610147,0.22,0.95,4476
A0L0E,12089877.125296231,3484254.2597694057,0.29,0.76,0
A0L0F,12090057.249945464,3484305.18997537,0.24,0.82,0
A0L0G,12089730.145290952,3484258.076586175,0.25,0.83,0
A0L0H,12090039.489215981,3484317.907212577,0.22,0.87,0
A0L0I,12089583.360346712,3484245.8237712113,0.25,0.84,0
A0L0J,12089895.168425474,3484338.375182559,0.16,0.92,0
A0L0K,12089899.430929556,3484355.3338834513,0.28,0.72,0
A0L0L,12089657.537969973,3484324.6847934905,0.22,0.94,4078
A0L0M,12089923.225601226,3484408.32132952,0.23,0.88,0
A0L0N,12089757.971697178,3484408.6160666696,0.2,0.93,0
A0L0O,12089579.154433578,3484390.168105921,0.26,0.73,0
A0L0P,12089613.408436842,3484396.806577268,0.27,0.79,0
A0L0Q,12089675.312060518,3484408.765698864,0.21,0.92,2419
A0L0R,12089586.432895469,3484407.7223450677,0.25,0.88,0
A0L0S,12089577.173902927,3484422.0534390616,0.24,0.81,0
A0L0T,12089981.538905285,3484532.4942160924,0.22,0.94,3404
A0L0W,12090277.389795922,3483573.5979843186,0.21,0.88,0
A0L0X,12090275.081872242,3483589.279351111,0.26,0.79,0
A0L0Z,12090195.877735347,3483896.5337135387,0.26,0.88,2160
A0L10,12090266.384562036,3483990.814742619,0.27,0.86,2160
A0L11,12090167.654726163,3484036.236566415,0.26,0.79,0
A0L12,12090066.885884928,3484339.320437943,0.23,0.82,0
A0L13,12090173.809912957,3484424.5135056786,0.22,0.91,4839
A0L14,12090311.295218742,3484515.619590892,0.23,0.88,2765
